id,name,locality,country,region,tier,category,lat,lon,seaTempC,bestMonths,sand,water,swimming,surf,setting,blueFlag,tags,description,url
plage-de-biscarrosse-fr,Plage de Biscarrosse,"Biscarrosse-Plage, Landes",FR,Europe,2,surf,44.4484,-1.2563,22,Jun-Sep,"Immense flat apron of pale golden sand, dunes to the horizon both ways","Fresh, clear Atlantic rollers",Baïnes (rip channels) shift daily — swim only in the supervised zones,Reliable sandbar peaks; one of the Landes' great surf-school towns,Where the Landes pine forest simply stops at the dune line; seaplane lakes just behind,false,surf|dunes|family,"A vast Landes strand where the pines end, the dunes begin and the sandbars peel all summer.",https://europebeachmap.com/beaches/plage-de-biscarrosse-fr/
plage-de-calvi-fr,Plage de Calvi,"Calvi, Haute-Corse",FR,Europe,2,resort,42.5566,8.7819,25,Jun-Sep,Soft light-gold sand curving four kilometres under an unbroken umbrella-pine fringe,Glass-clear turquoise shading to deep blue across the gulf,"Shallow, calm and warm — one of Corsica's easiest family swims",None,"The Gulf of Calvi below the Genoese citadel, beach bars hidden in the pinède, granite peaks behind",false,citadel view|pine forest|family,Four pine-shaded golden kilometres curving away from Calvi's Genoese citadel.,https://europebeachmap.com/beaches/plage-de-calvi-fr/
plage-de-l-almanarre-fr,Plage de l'Almanarre,"Presqu'île de Giens, Hyères",FR,Europe,2,surf,43.0616,6.1318,24,May-Sep,Narrow coarse pale sand banked with dried posidonia seagrass,"Clear, shallow aquamarine over sand and eelgrass meadows",Warm shallow entry along four kilometres; choppy and kite-crowded when the mistral blows,No waves — but a world-class flat-water kitesurf and windsurf arena in a mistral,"The western arm of the Giens double tombolo, salt pans and flamingo lagoons just behind the road",false,kitesurf|windsurf|flamingos,France's wind-sports mecca — a tombolo strand where mistral days fill the sky with kites.,https://europebeachmap.com/beaches/plage-de-l-almanarre-fr/
plage-de-lacanau-fr,Plage de Lacanau,"Lacanau-Océan, Gironde",FR,Europe,2,surf,45.0016,-1.2027,21,Jun-Sep,Broad blond Atlantic sand backed by high grass-tufted dunes,"Cool jade-green Atlantic, white with surf most days",Powerful waves and baïne rip currents — bathe between the flags in summer,Consistent beach-break peaks for all levels; the Lacanau Pro has run here since 1979,"A laid-back surf town in the Médoc pines, an hour due west of Bordeaux",false,surf|dunes|pine forest,Bordeaux's ocean — a dune-backed surf beach that has hosted the Lacanau Pro since 1979.,https://europebeachmap.com/beaches/plage-de-lacanau-fr/
plage-de-notre-dame-fr,Plage de Notre-Dame,"Ile de Porquerolles, Hyeres",FR,Europe,2,tropical,43.0115,6.233,24,June-September,Fine pale golden sand,Clear turquoise shallows,"Calm, shallow and gentle",None,Umbrella-pine forest inside a protected national park on a car-free island,false,island|turquoise|pine-backed|national-park,"Often called France's most beautiful beach, a turquoise arc backed by umbrella pines on car-free Porquerolles.",https://europebeachmap.com/beaches/plage-de-notre-dame-fr/
plage-de-rondinara-fr,Plage de Rondinara,"Bonifacio, Corsica",FR,Europe,2,tropical,41.4723,9.2713,25,June-September,Fine white sand in a near-circular bay,"Shallow turquoise, very clear","Calm, warm and shallow, family friendly",None,Almost-enclosed shell-shaped bay between Bonifacio and Porto-Vecchio,false,bay|turquoise|family|corsica,"A near-perfect circular bay of shallow turquoise water, curved like a scallop shell in Corsica's deep south.",https://europebeachmap.com/beaches/plage-de-rondinara-fr/
plage-de-saint-nicolas-fr,Plage de Saint-Nicolas,"Îles Glénan, Finistère",FR,Europe,2,exotic,47.7242,-3.9994,18,Jun-Sep,"Blinding white shell-and-maerl sand, fine as sugar",Genuinely tropical-looking turquoise over a white bottom — in Brittany,Gin-clear and brisk; calmest in the lagoon-like La Chambre anchorage between the isles,None,"Car-free islet of the Glénan archipelago ten miles off Fouesnant, seasonal boats from Bénodet and Concarneau",false,archipelago|boat access|snorkel,The 'Breton Tahiti' — white shell-sand and turquoise shallows ten miles off the Finistère coast.,https://europebeachmap.com/beaches/plage-de-saint-nicolas-fr/
plage-de-santa-giulia-fr,Plage de Santa Giulia,Corsica,FR,Europe,2,tropical,41.521,9.263,25,Jun-Sep,Fine white sand,"Shallow, luminous turquoise","Warm, shallow and calm in the near-enclosed bay",None,A sheltered lagoon-like bay of umbrella pines in southern Corsica,false,turquoise|lagoon|pines,"A near-enclosed lagoon of luminous turquoise shallows and white sand, southern Corsica's most tropical bay.",https://europebeachmap.com/beaches/plage-de-santa-giulia-fr/
plage-de-trestraou-fr,Plage de Trestraou,"Perros-Guirec, Cote de Granit Rose, Brittany",FR,Europe,2,cold,48.8162,-3.4586,17,July-September,Long crescent of fine pale sand,Cool clear Atlantic with a big tidal range,"Refreshing to cold, gentle when sheltered, large tides",None,Gateway to the Pink Granite Coast and its rose-hued boulder formations,false,pink-granite|brittany|cold-water|coastal-path,A sheltered Breton crescent that launches the coastal path past the surreal rose-pink granite boulders of Perros-Guirec.,https://europebeachmap.com/beaches/plage-de-trestraou-fr/
plage-du-sillon-fr,Plage du Sillon,"Saint-Malo, Brittany",FR,Europe,2,resort,48.66,-2.01,18,Jun-Sep,Three kilometres of firm golden sand below a great sea wall,Jade-green Channel water with huge tides,Guarded bathing; at spring tides the waves explode over the wall,Occasional storm-day rides,The corsair city's ramparts and breakwater timbers,false,ramparts|big tides|saint-malo,Saint-Malo's grand strand — three kilometres of tide-swept sand beneath the corsair city's ramparts.,https://europebeachmap.com/beaches/plage-du-sillon-fr/
deauville-beach-fr,Deauville Beach,Normandy,FR,Europe,3,resort,49.358,0.068,19,Jun-Sep,Wide pale sand,"Cool, gentle Channel blue","Shallow and gentle, lifeguarded in summer",None,"The grand Belle-Époque resort of parasols, boardwalk and beach cabanas",false,belle-epoque|boardwalk|chic,"Normandy's grande-dame resort — a wide sand beach of coloured parasols, a wooden boardwalk and film-festival glamour.",https://europebeachmap.com/beaches/deauville-beach-fr/
hendaye-plage-fr,Hendaye Plage,Basque Coast,FR,Europe,3,surf,43.375,-1.77,22,Jun-Sep,Three kilometres of gentle golden sand,"Clean Atlantic blue, softer here than anywhere on the Basque coast",The Basque coast's safest family swimming,"France's best beginner waves — soft, long and forgiving","The last French beach before Spain, facing the Deux Jumeaux rocks",false,beginner surf|family|basque,France's gentlest surf beach — long soft waves on the last sand before the Spanish border.,https://europebeachmap.com/beaches/hendaye-plage-fr/
plage-d-argent-fr,Plage d'Argent,"Porquerolles, Provence",FR,Europe,3,tropical,43.004,6.19,24,Jun-Sep,Silver-white sand that named the beach,"Shallow, glass-clear turquoise","Calm, shallow and clear off a car-free island",None,Pine forest on the national-park island of Porquerolles,false,car-free island|pines|national park,Silver sand and pool-clear shallows on car-free Porquerolles — Provence's national-park island.,https://europebeachmap.com/beaches/plage-d-argent-fr/
plage-de-l-espiguette-fr,Plage de l'Espiguette,Camargue,FR,Europe,3,wild,43.478,4.138,22,Jun-Sep,Vast pale sand and dunes,"Shallow, gentle Mediterranean blue","Shallow, warm and calm along an endless open strand",None,A huge wild dune beach on the edge of the Camargue delta,false,dunes|wild|vast,"A vast, wild sweep of pale sand and shifting dunes on the flamingo-filled edge of the Camargue.",https://europebeachmap.com/beaches/plage-de-l-espiguette-fr/
plage-de-l-ostriconi-fr,Plage de l'Ostriconi,Corsica,FR,Europe,3,wild,42.653,9.078,25,Jun-Sep,Golden sand and dunes,Clear turquoise,Clear and lively where a river meets the sea,Wind swell on the open bay,A wild dune-and-river beach at the gateway to Corsica's Désert des Agriates,false,dunes|river mouth|wild,"A wild golden beach where a river winds through dunes into turquoise sea, guarding the edge of Corsica's Agriates desert.",https://europebeachmap.com/beaches/plage-de-l-ostriconi-fr/
conche-des-baleines-fr,Plage de la Conche des Baleines,Île de Ré,FR,Europe,3,wild,46.245,-1.56,20,Jun-Sep,"A vast, dune-backed crescent of pale sand","Clean, cool Atlantic blue","Open Atlantic bathing, watched in summer",Gentle beach-break on the right tides,"Pine woods, whale-name legends and the Baleines lighthouse",false,île de ré|lighthouse|dunes,Île de Ré's wild side — a huge pale crescent under the gaze of the Baleines lighthouse.,https://europebeachmap.com/beaches/conche-des-baleines-fr/
plage-de-la-torche-fr,Plage de la Torche,Brittany,FR,Europe,3,surf,47.837,-4.349,18,Year-round,Pale golden sand,"Cool, clear Atlantic blue",Powerful swell and currents — a surf and windsurf beach,"Brittany's premier beach-break, off the Pointe de la Torche",A wild dune-backed bay at a rocky point in south-west Brittany,false,surf|point|dunes,Brittany's surf capital — a dune-backed bay off a rocky headland that catches the full swell of the Atlantic.,https://europebeachmap.com/beaches/plage-de-la-torche-fr/
plage-de-nonza-fr,Plage de Nonza,"Nonza, Cap Corse, Corsica",FR,Europe,3,exotic,42.79,9.343,25,June-September,Dark grey-black pebbles and shingle,"Deep blue-green, clear","Deepens quickly, pebble entry, can be breezy",None,Beneath the cliff-top village of Nonza on Cap Corse's wild west coast,false,black-pebbles|dramatic|corsica|cliff-village,"A striking ribbon of dark pebbles below a cliff-perched watchtower, tinted grey-black by old mine residue.",https://europebeachmap.com/beaches/plage-de-nonza-fr/
plage-de-roccapina-fr,Plage de Roccapina,Corsica,FR,Europe,3,wild,41.478,8.936,25,Jun-Sep,Fine golden sand,Clear turquoise,"Clear, shallow and calm in the sheltered cove",None,A remote cove below a granite outcrop shaped like a crouching lion,false,lion rock|remote|turquoise,"A remote turquoise cove watched over by the 'Lion of Roccapina', a granite crag weathered into a crouching lion.",https://europebeachmap.com/beaches/plage-de-roccapina-fr/
plage-de-saleccia-fr,Plage de Saleccia,"Desert des Agriates, Saint-Florent, Corsica",FR,Europe,3,wild,42.7253,9.202,25,June-September,Powder-white fine sand over a kilometre long,Turquoise and transparent,Calm and shallow,None,"Roadless Agriates desert scrub, reached only by 4x4 track or boat",false,wild|white-sand|remote|corsica,"A kilometre of Caribbean-white sand marooned in Corsica's roadless Agriates desert, reachable only by boat or 4x4.",https://europebeachmap.com/beaches/plage-de-saleccia-fr/
plage-du-cap-ferret-fr,Plage du Cap Ferret,Arcachon Bay,FR,Europe,3,surf,44.628,-1.245,22,Jun-Sep,Wide pale golden sand,"Clear, cool Atlantic blue",Strong Atlantic surf and currents on the ocean side,Long open Atlantic beach-break,The ocean side of a chic pine-and-oyster peninsula opposite the Dune du Pilat,false,surf|peninsula|oysters,"The wild ocean side of the chic Cap Ferret peninsula, all Atlantic surf, oyster shacks and pine forest.",https://europebeachmap.com/beaches/plage-du-cap-ferret-fr/
brighton-beach-gb,Brighton Beach,"Brighton, East Sussex",GB,Europe,1,resort,50.8189,-0.138,17,May-Sep,Steep banks of flint shingle; sand appears only at the lowest tides,Milky green-blue Channel chop,Shelves fast off the pebble bank — deep quickly; summer lifeguard posts,Weak windswell only,"Between the Palace Pier's arcades and the West Pier's rusted skeleton, backed by Regency terraces",false,pebbles|pier|city beach|nightlife,"England's great urban beach — pebbles, pier lights and Regency seafront swagger an hour from London.",https://europebeachmap.com/beaches/brighton-beach-gb/
fistral-beach-gb,Fistral Beach,"Newquay, Cornwall",GB,Europe,1,surf,50.4163,-5.1015,17,"May to October, surf year-round",Wide golden sand backed by dunes,"Blue-green Atlantic, often churning with swell",Powerful surf beach with strong rips; lifeguarded in season,"Excellent, Britain's premier surf beach with consistent Atlantic swell",Dunes and headlands on the edge of buzzing Newquay,false,surf|Atlantic swell|dunes|Newquay,"The beating heart of British surfing, with reliable Atlantic waves and a lively beach scene.",https://europebeachmap.com/beaches/fistral-beach-gb/
kynance-cove-gb,Kynance Cove,"The Lizard, Cornwall",GB,Europe,1,exotic,49.975,-5.23,17,June to September,"Pale golden sand between dark serpentine rock stacks, mostly covered at high tide",Vivid turquoise and jade over pale sand,"Beautiful but cold; safest on a falling tide, mind the currents",None,"Serpentine sea cliffs, rock stacks and the National Trust coast path",false,turquoise water|serpentine rock|National Trust|tidal cove,Jade-green water swirls between dark serpentine stacks on Cornwall's most photographed cove.,https://europebeachmap.com/beaches/kynance-cove-gb/
luskentyre-gb,Luskentyre Sands,Isle of Harris,GB,Europe,1,cold,57.883,-6.958,14,May–Sep,White shell,Turquoise (but cold),Very cold,Some,Hebridean machair,false,Photography|Wild|Tidal flats,Caribbean-blue water over white shell sand — in the cold Outer Hebrides.,https://europebeachmap.com/beaches/luskentyre-gb/
bamburgh-beach-gb,Bamburgh Beach,Northumberland,GB,Europe,2,wild,55.609,-1.709,15,May to September,Vast pale-gold sand and dunes stretching for miles,"Clear North Sea, cold and clean","Bracing North Sea swimming with strong tides, largely unpatrolled",Occasional rideable waves off the point,Dominated by clifftop Bamburgh Castle with the Farne Islands offshore,false,castle backdrop|dunes|North Sea|wide beach,Endless pale sand sweeps beneath the ramparts of a thousand-year-old clifftop castle.,https://europebeachmap.com/beaches/bamburgh-beach-gb/
barafundle-bay-gb,Barafundle Bay,"Pembrokeshire, Wales",GB,Europe,2,cold,51.6178,-4.8917,17,June to September,Arc of soft golden sand reached only on foot over a headland,"Clear blue-green, sheltered and calm","Sheltered and swimmable, though bracing",None,"Dunes, pine trees and clifftop coast path with no road access",false,golden sand|walk-in only|Pembrokeshire|secluded,A Caribbean-looking crescent of golden sand hidden beyond a clifftop walk on the Welsh coast.,https://europebeachmap.com/beaches/barafundle-bay-gb/
blackpool-beach-gb,Blackpool Beach,"Blackpool, Lancashire",GB,Europe,2,resort,53.8126,-3.0564,17,Jun-Sep,"Seven miles of firm brown-gold sand, immense flats at low tide",Shallow Irish Sea green-grey,A long shallow paddle out; lifeguarded zones by the piers in season,None,"Fronting the Golden Mile — three Victorian piers, heritage trams and the 158 m Tower",false,piers|illuminations|trams|donkey rides,Britain's original mass seaside resort — seven miles of sand beneath Blackpool Tower and the autumn Illuminations.,https://europebeachmap.com/beaches/blackpool-beach-gb/
bournemouth-beach-gb,Bournemouth Beach,"Bournemouth, Dorset",GB,Europe,2,resort,50.7162,-1.8747,18,Jun-Sep,Fine soft golden sand arcing unbroken toward Hengistbury Head,"Calm and blue by British standards, sheltered by the Purbeck headlands",Gently shelving — among the mildest sea bathing in England,Small learner waves either side of the pier on swell days,"Below pine-filled chines and clifftop gardens, with zig-zag paths and cliff lifts down to the promenade",true,family|pier|cliff lifts|chines,England's classic bucket-and-spade shore — miles of soft sand and unusually mild water below pine-scented chines.,https://europebeachmap.com/beaches/bournemouth-beach-gb/
